palavra correta;palavra digitada;px;p1;p2;p3;p4;p1_lx;p1_l1;p1_l2;p1_l3;p1_l4
recognition;regnition;4;21;2;7;7;ignition;orienting;ignition;ignition;ignition
recognition;renition;25;96;13;40;32;lenition;incretion;lenition;lenition;lenition
recognition;reogination;2324;15;667;6085;6015;origination;ignoration;reordination;pagination;pagination
recognize;reckernis;613;4769;923;3056;136601;wreckers;sickener;kernish;kernish;kernish
recognize;recognise;12;60;15;14;17;recognise;congeries;recognise;recognise;recognise
recognize;recognises;12;193;18;17;17;recognises;recognises;recognises;recognises;recognises
recognize;recongize;4;1;10;16;367;preconize;recognize;preconize;preconize;brecon
recognize;reconize;7;3;7;12;90;preconize;necrotize;preconize;preconize;preconize
recollect;reccollect;1;1;1;1;5;recollect;recollect;recollect;recollect;collect
recollect;recolect;1;1;1;1;5;recollect;recollect;recollect;recollect;borecole
recollection;recolection;1;2;1;1;2;recollection;electrotonic;recollection;recollection;bolection
recollections;reclections;5;11;3;11;31;lections;electronics;lections;lections;lections
recollections;recolections;1;2;1;1;2;recollections;isoelectronic;recollections;recollections;bolections
recommend;commend;136548;11;5;5;5;commend;commend;commend;commend;commend
recommend;recamente;548;5766;270;853;136980;recalment;amercement;recalment;lamented;lamented
recommend;reccomend;1;13;1;2;197;recommend;conceder;recommend;recco;recco
recommend;reccommend;1;4;1;1;5;recommend;recommenced;recommend;recommend;commend
recommend;reccommended;5;13;5;6;11;recommended;recommenced;recommended;recommended;commended
recommend;reccomnend;1;39;1;5;136480;recommend;concerned;recommend;recco;recco
recommend;recemend;6;75;11;29;356;cemented;decrement;emend;emend;emend
recommend;reckamend;4;283;5;18;178;amenders;cankered;reamend;amend;amend
recommend;recogmend;1;6;1;1;6;recommend;congreed;recommend;recommend;dogmen
recommend;recomenand;1;69;1;1;12;recommend;decameron;recommend;recommend;become
recommend;recomend;1;2;1;1;1;recommend;decameron;recommend;recommend;recommend
recommend;recomened;1;11;4;3;18;recommend;contempered;recommenced;omened;omened
recommend;recommand;17;15;7;23;25;commander;commander;command;command;command
recommend;recommaned;2;5;23;10;8;commander;commandeer;comaneci;command;command
recommend;recommed;1;2;3;1;1;recommend;commerced;recommenced;recommend;recommend
recommend;recommendation;136632;398;7;7;7;recommendation;recommendation;recommendation;recommendation;recommendation
recommend;recommended;5;7;5;5;5;recommended;recommended;recommended;recommended;recommended
recommend;recommened;1;4;3;1;1;recommend;recommenced;recommenced;recommend;recommend
recommend;recommens;1;13;1;1;1;recommend;commenters;recommend;recommend;recommend
recommend;recomned;3;2;55;8;4;recombined;decameron;recombined;recombined;recommit
recommend;recomnend;1;14;1;1;4;recommend;precondemn;recommend;recommend;recommit
recommend;recremend;16;157;14;52;370;recrement;recommender;recrement;recrement;recrement
recommend;renimation;137643;56367;17721;140358;138244;animation;germination;reanimation;animation;animation
recommend;rocommend;2;11;5;5;5;commends;commoner;commend;commend;commend
recommendation;reccomendation;1;3;1;1;5;recommendation;deconsecration;recommendation;recommendation;emendation
recommendation;reccommendation;1;1;1;1;3;recommendation;recommendation;recommendation;recommendation;commendation
recommendation;reccommengation;1;2;1;1;6;recommendation;econometrician;recommendation;recommendation;commendation
recommendation;reccomondation;1;15;1;1;23;recommendation;concremation;recommendation;recommendation;pandation
recommendation;recconmendation;1;3;1;2;5;recommendation;deconsecration;recommendation;emendation;emendation
recommendation;recemendation;137662;4;3;3;6;emendation;mountaineered;emendation;emendation;emendation
recommendation;rechomandation;1;24;1;6;26;recommendation;enchondromata;recommendation;pandation;pandation
recommendation;reckamendation;1;9;1;3;5;recommendation;decontaminate;recommendation;emendation;emendation
recommendation;reckemandation;1;9;7;8;26;recommendation;decontaminate;cremation;pandation;pandation
recommendation;reckomendation;1;1;1;3;5;recommendation;recommendation;recommendation;emendation;emendation
recommendation;reckomending;137372;174;148;412;1488;recommending;recommending;recommending;mending;mending
recommendation;reckonmendation;1;1;1;2;5;recommendation;recommendation;recommendation;emendation;emendation
recommendation;recogmendation;1;1;1;1;2;recommendation;recommendation;recommendation;recommendation;emendation
recommendation;recomandaion;137078;41;1;1;116;commandant;monocardian;recommendation;recommendation;amanda
recommendation;recomandation;137615;16;1;1;2;pandation;decontaminator;recommendation;recommendation;pandation
recommendation;recomation;137648;288;5;4;17;recombination;axonometric;recombination;recombination;automation
recommendation;recomdmend;136686;202;13;11;10;recommend;recommended;recommend;recommend;recommend
recommendation;recomendasion;137592;11;1;1;3;recommend;recommendations;recommendation;recommendation;recommendable
recommendation;recomendation;137765;1;1;1;1;commendation;recommendation;recommendation;recommendation;recommendation
recommendation;recomendet;137304;842;14;19;24;recommended;contempered;recommended;recommended;encomendero
recommendation;recomendin;137086;86;20;21;38;recommending;encrimsoned;recommending;recommending;recommending
recommendation;recomenendation;1;2;1;1;1;recommendation;aforementioned;recommendation;recommendation;recommendation
recommendation;recommandation;1;2;1;1;1;recommendation;decontaminator;recommendation;recommendation;recommendation
recommendation;recommandment;137008;2;21;55;76;commandment;commandment;commandment;commandment;commandment
recommendation;recommedation;137322;1;1;1;1;commendation;recommendation;recommendation;recommendation;recommendation
recommendation;recommendations;2;2;2;2;2;recommendations;recommendations;recommendations;recommendations;recommendations
recommendation;recommendicate;1;6;7;13;12;recommendation;anemometric;recommend;recommend;recommend
recommendation;recommentation;1;2;3;3;7;recommendation;contemperation;commentation;commentation;commentation
recommendation;recomnadation;137327;16;4;1;2;recordation;decontaminator;recombination;recommendation;gradation
recommendation;recomnendation;1;1;1;1;1;recommendation;recommendation;recommendation;recommendation;recommendation
recommendation;recomnondation;1;14;1;1;1;recommendation;condemnation;recommendation;recommendation;recommendation
recommendation;recomondation;137239;7;1;1;1;recordation;denominator;recommendation;recommendation;recommendation
recommendation;reconemdation;137477;1;15;10;13;recordation;recommendation;recordation;recordation;reconsolidation
recommendation;reconmendation;1;1;1;1;2;recommendation;recommendation;recommendation;recommendation;emendation
recommendation;rexemindiation;73;200;494;3958;3795;intermediation;intermediation;remediation;mediation;mediation
recommendations;recommdations;137589;2;1;1;1;recordations;commendators;recommendations;recommendations;recommendations
recommendations;Recommendations;1;1;1;1;1;recommendations;recommendations;recommendations;recommendations;recommendations
recommendations;recamendations;1;4;1;2;4;recommendations;decontaminates;recommendations;emendations;emendations
recommendations;reccomadations;3;164;2;3;101;accommodations;monosaccharide;recordations;gradations;gradations
recommendations;reccomendation;2;10;2;3;7;recommendation;deconsecration;recommendation;recommendation;emendation
recommendations;reccomendations;1;4;1;1;4;recommendations;deconsecration;recommendations;recommendations;emendations
recommendations;reccommanditions;14;3;5;38;207;accommodations;discommendation;reconditions;reconditions;commanding
recommendations;reccommedation;2;3;2;2;10;recommendation;recommendation;recommendation;recommendation;commendation
recommendations;reccommedations;1;1;1;1;4;recommendations;recommendations;recommendations;recommendations;commendations
recommendations;reccommendation;2;2;2;3;5;recommendation;recommendation;recommendation;recommendation;commendation
recommendations;reccommendations;1;1;1;1;3;recommendations;recommendations;recommendations;recommendations;commendations
recommendations;reccommodations;11;7;3;8;31;accommodations;accommodations;accommodations;accommodations;accommodations
recommendations;reckamendation;2;45;2;4;7;recommendation;decontaminate;recommendation;emendation;emendation
recommendations;reckamentation;145;517;69;243;4633;ornamentations;conterminate;lamentation;lamentation;lamentation
recommendations;reckomendation;2;3;2;4;7;recommendation;recommendation;recommendation;emendation;emendation
recommendations;recmandation;137625;416;9;14;39;pandation;carnationed;pandation;pandation;pandation
recommendations;recmondestions;18;4;180;289;2141;recondensations;coordinateness;decongestions;destinations;questions
recommendations;recogmentation;42;98;31;75;631;fragmentations;contemperation;mentation;mentation;mentation
recommendations;recomandations;1;9;1;1;1;recommendations;decontaminators;recommendations;recommendations;recommendations
recommendations;recomandition;137716;86;23;62;99;recondition;incoordinate;recondition;recondition;recondition
recommendations;recomdation;137334;150;4;3;2;recordation;carotenoid;recordation;recommendation;recommendation
recommendations;recomdations;137747;41;2;2;1;recordations;carotenoids;recordations;recordations;recommendations
recommendations;recomedations;138091;2;1;1;2;recordations;echinodermatous;recommendations;recommendations;predations
recommendations;recomendation;137766;3;2;2;2;commendation;recommendation;recommendation;recommendation;recommendation
recommendations;recomendations;1;1;1;1;1;recommendations;recommendations;recommendations;recommendations;recommendations
recommendations;recomendent;137395;364;52;48;68;recommended;contendere;recommended;recommended;encomendero
recommendations;recomenidations;1;3;1;1;4;recommendations;codetermination;recommendations;recommendations;nidation
recommendations;recommadation;137152;35;2;2;2;recordation;monodramatic;recommendation;recommendation;recommendation
recommendations;recommaddation;2;44;2;2;2;recommendation;monodramatic;recommendation;recommendation;recommendation
recommendations;recommadion;136774;37;8;13;38;gammadion;commendator;gammadion;gammadion;gammadion
recommendations;recommandations;1;2;1;1;1;recommendations;decontaminators;recommendations;recommendations;recommendations
recommendations;recommdations;137589;2;1;1;1;recordations;commendators;recommendations;recommendations;recommendations
recommendations;recommedations;1;1;1;1;1;recommendations;recommendations;recommendations;recommendations;recommendations
recommendations;recommedctions;1;3;1;1;1;recommendations;endosmometric;recommendations;recommendations;recommendations
recommendations;recommendation;2;2;2;2;2;recommendation;recommendation;recommendation;recommendation;recommendation
recommendations;recommenddation;2;2;2;2;2;recommendation;recommendation;recommendation;recommendation;recommendation
recommendations;recommenddations;1;1;1;1;1;recommendations;recommendations;recommendations;recommendations;recommendations
recommendations;recommendtion;137221;2;2;3;6;recommend;recommendation;recommendation;recommendation;recommend
recommendations;recommendtions;1;1;1;1;2;recommendations;recommendations;recommendations;recommendations;recommend
recommendations;recommondations;1;2;1;1;1;recommendations;andromonoecism;recommendations;recommendations;recommendations
recommendations;recomnendiation;4;14;2;2;37;recommendation;codetermination;recommendation;recommendation;mediation
recommendations;recomondations;1;6;1;1;1;recommendations;andromonoecism;recommendations;recommendations;recommendations
recommendations;recondations;137856;45;4;3;4;reconditions;consideration;recondensation;reconditions;emendations
recommendations;reconmendations;1;2;1;1;2;recommendations;recondensation;recommendations;recommendations;emendations
recommendations;recremendations;1;11;2;3;4;recommendations;arrondissement;emendations;emendations;emendations
recommendations;recunendate;137369;3681;92;28;50;fecundate;uncreatedness;fecundate;fecundate;emendate
recommended;recamended;3;15;3;8;20;reamended;meandered;reamended;amended;amended
recommended;reccomended;1;4;1;1;12;recommended;crescendoed;recommended;recommended;mended
recommended;reccomendent;2;204;1;3;110;encomendero;concentered;recommended;pendent;encomendero
recommended;reccommend;3;14;3;5;15;recommend;recommenced;recommend;recommend;commend
recommended;reccommended;1;2;1;1;2;recommended;recommenced;recommended;recommended;commended
recommended;recemended;1;6;3;4;20;recommended;decremented;emended;emended;emended
recommended;recemendent;67;551;68;94;178;cemented;decremented;decrement;cement;emended
recommended;recemmendment;11;61;57;27;75;amendment;recommencement;recommencement;amendment;amendment
recommended;reckamend;14;1855;19;40;284;amenders;cankered;reamend;amend;amend
recommended;reckamendaded;3;50;3;12;525;kameraded;breakdanced;reamended;amended;amendable
recommended;reckcomended;1;4;1;1;11;recommended;crescendoed;recommended;recommended;mended
recommended;reckomend;10;112;3;33;286;reckoned;reckoned;recommend;reckon;reckon
recommended;reclomended;1;4;1;4;10;recommended;needlecord;recommended;mended;mended
recommended;reclomiclent;2352;14112;314;7325;136612;lenticle;recollecting;entomic;lenticle;reclose
recommended;recmendent;11;445;8;26;104;pendente;incremented;decrement;pendent;pendent
recommended;recmonmend;3;14;11;13;165;recommend;recommend;recommend;unmended;unmended
recommended;recogmended;1;1;1;1;4;recommended;recommended;recommended;recommended;mended
recommended;recomandant;117;9901;84;179;119;commandant;enchondromata;commandant;commandant;demandant
recommended;recomeded;1;1;1;11;58;recommended;recommended;recommended;become;become
recommended;recomemented;31;5;12;86;464;cemented;contempered;decremented;cemented;cemented
recommended;recomend;3;72;3;3;5;recommend;decameron;recommend;recommend;recommend
recommended;recomended;1;1;1;1;1;recommended;recommended;recommended;recommended;recommended
recommended;recomendend;1;4;1;1;2;recommended;precondemned;recommended;recommended;encomendero
recommended;recomendid;4;26;4;4;7;recommend;endodermic;recommend;recommend;recommending
recommended;recomened;7;6;2;15;58;recommend;contempered;recommenced;omened;omened
recommended;recommed;5;16;2;8;6;recommend;commerced;recommenced;recommend;recommend
recommended;recommeded;1;1;1;1;6;recommended;recommended;recommended;recommended;recommend
recommended;recommend;3;6;3;3;3;recommend;recommend;recommend;recommend;recommend
recommended;recommendant;5;337;6;5;5;recommend;recommendation;recommend;recommend;recommend
recommended;recommendent;1;14;1;1;1;recommended;contendere;recommended;recommended;recommended
recommended;recommending;7;163;7;6;6;recommending;recommending;recommending;recommending;recommending
recommended;recommened;5;2;2;6;6;recommend;recommenced;recommenced;recommend;recommend
recommended;recommented;8;4;4;13;11;commented;contempered;commented;commented;commented
recommended;recomnded;1;3;1;1;1;recommended;endodermic;recommended;recommended;recommended
recommended;recomnend;3;172;3;3;31;recommend;precondemn;recommend;recommend;recommit
